identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative
SP|O42256|Naja sputatrix,Weak neurotoxin,Elapidae,Naja,Naja sputatrix,3.0,Basal,3FTx,,,,,,,,
SP|O42255|Naja sputatrix,Weak neurotoxin,Elapidae,Naja,Naja sputatrix,3.0,Basal,3FTx,,,,,,,,
SP|Q9W7I3|Naja sputatrix,Weak neurotoxin,Elapidae,Naja,Naja sputatrix,3.0,Basal,3FTx,,,,,,,,
SP|Q802B3|Naja sputatrix,Weak neurotoxin,Elapidae,Naja,Naja sputatrix,3.0,Basal,3FTx,,,,,,,,
SP|Q802B2|Naja sputatrix,Weak neurotoxin,Elapidae,Naja,Naja sputatrix,3.0,Basal,3FTx,,,,,,,,
SP|Q8QGR0|Dendroaspis angusticeps,Muscarinic,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,,,,,Allosteric modulator,Muscarinic ACh receptor (mAChR),6.0,True
SP|P17696|Dendroaspis angusticeps,Synergistic-like venom protein,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,,,,,,,,
SP|P18328|Dendroaspis angusticeps,Muscarinic,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,,,,,,Muscarinic ACh receptor (mAChR),6.0,False
TR|R4G2J7|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4G7K6|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|A0A898IN70|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A024AYC2|Micropechis ikaheca,,Elapidae,Micropechis,Micropechis ikaheca,,,,,,,,,,,
SP|Q70WS8|Bungarus multicinctus,Neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,3.0,Basal,3FTx,,,,,,,,
SP|P15818|Bungarus multicinctus,Long neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,3.0,Basal,3FTx,Orphan IV,neurotoxin,non-conventional,,,,,
SP|P81783|Bungarus candidus,,Elapidae,Bungarus,Bungarus candidus,3.0,Basal,3FTx,,,,,,,,
SP|O12963|Bungarus multicinctus,Long neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,3.0,Basal,3FTx,,,,,,,,
SP|Q9YGJ0|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,3.0,Basal,3FTx,Orphan V,neurotoxin,non-conventional,,,,,
TR|R4G2P2|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,,,,,
SP|A8HDJ8|Cryptophis nigrescens,Short neurotoxin,Elapidae,Cryptophis,Cryptophis nigrescens,4.0,Short-chain,3FTx,,,,,,,,
SP|A8HDJ7|Cryptophis nigrescens,Short neurotoxin,Elapidae,Cryptophis,Cryptophis nigrescens,4.0,Short-chain,3FTx,,,,,,,,
TR|R4FIP4|Hoplocephalus bungaroides,,Elapidae,Hoplocephalus,Hoplocephalus bungaroides,,,,,,,,,,,
SP|A8HDJ9|Hoplocephalus stephensii,Short neurotoxin,Elapidae,Hoplocephalus,Hoplocephalus stephensii,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2H6|Hemiaspis signata,,Elapidae,Hemiaspis,Hemiaspis signata,,,,,,,,,,,
SP|P25497|Pseudechis australis,Short neurotoxin,Elapidae,Pseudechis,Pseudechis australis,4.0,Short-chain,3FTx,,,,,,,,
None|Hcur_SS00042983_m1|Hydrophis curtus,,Hydrophiidae,Hydrophis,Hydrophis curtus,,,,,,,,,,,
SP|Q8UW26|Hydrophis hardwickii,Short neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,4.0,Short-chain,3FTx,,,,,,,,
SP|P68416|Hydrophis hardwickii,Short neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,4.0,Short-chain,3FTx,,,,,,,,
SP|Q8UW27|Hydrophis hardwickii,Short neurotoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,4.0,Short-chain,3FTx,,,,,,,,
SP|A8HDJ6|Tropidechis carinatus,Short neurotoxin,Elapidae,Tropidechis,Tropidechis carinatus,4.0,Short-chain,3FTx,,,,,,,,
SP|A8HDJ5|Tropidechis carinatus,Short neurotoxin,Elapidae,Tropidechis,Tropidechis carinatus,4.0,Short-chain,3FTx,,,,,,,,
SP|A8S6A4|Austrelaps superbus,Short neurotoxin,Elapidae,Austrelaps,Austrelaps superbus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A6J1VI58|Notechis scutatus,,Elapidae,Notechis,Notechis scutatus,,,,,,,,,,,
SP|A8HDJ4|Pseudechis porphyriacus,Short neurotoxin,Elapidae,Pseudechis,Pseudechis porphyriacus,4.0,Short-chain,3FTx,,,,,,,,
SP|A7X4S0|Oxyuranus microlepidotus,Short neurotoxin,Elapidae,Oxyuranus,Oxyuranus microlepidotus,4.0,Short-chain,3FTx,,,,,,,,
NCBI|PSETE_XM_026716000.1_90_335|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,,,,,,,,,,,
NCBI|Pste1|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,snake genomic,snake genomic,,,,,,,,
SP|Q45Z11|Oxyuranus scutellatus scutellatus,Short neurotoxin,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,4.0,Short-chain,3FTx,,,,,,,,
TR|R4FIZ2|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
SP|A7X4R5|Oxyuranus microlepidotus,Short neurotoxin,Elapidae,Oxyuranus,Oxyuranus microlepidotus,4.0,Short-chain,3FTx,,,,,,,,
TR|F8J2G7|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,,,,,
SP|F8J2G3|Drysdalia coronoides,Short neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN0|Ophiophagus hannah,Muscarinic,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|P01379|Laticauda semifasciata,Alpha-elapitoxin,Elapidae,Laticauda,Laticauda semifasciata,5.0,Long-chain,3FTx,,,,class1b,,,,
SP|Q90VW1|Laticauda semifasciata,Erabutoxin,Elapidae,Laticauda,Laticauda semifasciata,4.0,Short-chain,3FTx,,,,,Competitive antagonist,Nicotinic ACh receptor (nAChR),13.0,False
SP|Q7T2I5|Laticauda semifasciata,Erabutoxin,Elapidae,Laticauda,Laticauda semifasciata,4.0,Short-chain,3FTx,,,,,,,,
SP|P60775|Laticauda semifasciata,Erabutoxin,Elapidae,Laticauda,Laticauda semifasciata,4.0,Short-chain,3FTx,,,,,Competitive antagonist,Nicotinic ACh receptor (nAChR),13.0,True
TR|R4G2Q5|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
TR|R4FJG1|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
SP|Q53B56|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,,,,,
TR|A0A024AXD8|Micropechis ikaheca,,Elapidae,Micropechis,Micropechis ikaheca,,,,,,,class3b,,,,
TR|A0A024AXH2|Micropechis ikaheca,,Elapidae,Micropechis,Micropechis ikaheca,,,,,,,class3b,,,,
TR|A0A024AXY1|Micropechis ikaheca,,Elapidae,Micropechis,Micropechis ikaheca,,,,,,,class3b,,,,
SP|Q8UUK0|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|A0A2P1BSS8|Micrurus mipartitus,Mipartoxin,Elapidae,Micrurus,Micrurus mipartitus,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c4_dn_1|Naja naja,,Elapidae,Naja,Naja naja,3.0,snake genomic,snake genomic,,,,,,,,
NCBI|Pste_s337_1|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,3.0,snake genomic,snake genomic,,,,,,,,
SP|Q53B46|Ophiophagus hannah,Beta-cardiotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN4|Ophiophagus hannah,Beta-cardiotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN8|Ophiophagus hannah,Beta-cardiotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q69CK0|Ophiophagus hannah,Beta-cardiotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN7|Ophiophagus hannah,Beta-cardiotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN5|Ophiophagus hannah,Beta-cardiotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|P01443|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W6W9|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4IS74|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FAC0|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FVG7|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BFQ4|Micrurus diastema,,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BJD8|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BLZ2|Micrurus diastema,,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,,,,,,,,
TR|U3EPI1|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BLY9|Micrurus laticollaris,,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c3_dn_6|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|A8HDK7|Oxyuranus microlepidotus,Long neurotoxin,Elapidae,Oxyuranus,Oxyuranus microlepidotus,5.0,Long-chain,3FTx,,,,,,,,
SP|A7X4Q3|Oxyuranus microlepidotus,Long neurotoxin,Elapidae,Oxyuranus,Oxyuranus microlepidotus,5.0,Long-chain,3FTx,,,,,,,,
SP|A8HDK8|Oxyuranus microlepidotus,Long neurotoxin,Elapidae,Oxyuranus,Oxyuranus microlepidotus,5.0,Long-chain,3FTx,,,,,,,,
SP|Q9YGC2|Laticauda laticaudata,Short neurotoxin,Elapidae,Laticauda,Laticauda laticaudata,4.0,Short-chain,3FTx,,,,,,,,
SP|P10459|Laticauda laticaudata,Short neurotoxin,Elapidae,Laticauda,Laticauda laticaudata,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGC4|Laticauda laticaudata,Short neurotoxin,Elapidae,Laticauda,Laticauda laticaudata,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGW8|Laticauda laticaudata,Short neurotoxin,Elapidae,Laticauda,Laticauda laticaudata,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGW9|Laticauda laticaudata,Short neurotoxin,Elapidae,Laticauda,Laticauda laticaudata,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGX1|Laticauda semifasciata,Short neurotoxin,Elapidae,Laticauda,Laticauda semifasciata,4.0,Short-chain,3FTx,,,,,,,,
SP|A8HDK9|Oxyuranus scutellatus scutellatus,Long neurotoxin,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,4.0,Short-chain,3FTx,,,,,,,,
SP|A7X4R0|Oxyuranus microlepidotus,Long neurotoxin,Elapidae,Oxyuranus,Oxyuranus microlepidotus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W7J5|Pseudonaja textilis,Pseudonajatoxin,Elapidae,Pseudonaja,Pseudonaja textilis,5.0,Long-chain,3FTx,,,,class3b,,,,
TR|R4G321|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4FIT0|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4FK68|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,class3c,,,,
None|Bmul_scaffold7_G00815_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Kappa,neurotoxin,long chain,,,,,
SP|O12961|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,,,,,,,,
None|Bmul_scaffold35_G00001_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Kappa,neurotoxin,long chain,,,,,
None|Bmul_scaffold27_G00003_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Kappa,neurotoxin,long chain,,,,,
SP|P01398|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,Kappa,neurotoxin,long chain,,Competitive antagonist ?,Nicotinic ACh receptor (nAChR),12.0,False
SP|Q8AY56|Bungarus candidus,Kappa,Elapidae,Bungarus,Bungarus candidus,5.0,Long-chain,3FTx,,,,,,,,
SP|Q8AY55|Bungarus candidus,Kappa,Elapidae,Bungarus,Bungarus candidus,5.0,Long-chain,3FTx,,,,,,,,
TR|S6CB76|Pseudechis rossignolii,,Elapidae,Pseudechis,Pseudechis rossignolii,,,,,,,class1a,,,,
TR|R4G2W0|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
TR|R4FIT5|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,class2a,,,,
SP|A8N285|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,,,,,
SP|Q53B58|Ophiophagus hannah,Alpha-elapitoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,class2c,,,,
SP|Q2VBP5|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,6.0,Weird,3FTx,,,,class2c,,,,
TR|A0A898IN64|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKB4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN91|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2D7|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,,,,,
TR|R4FIB8|Cacophis squamulosus,,Elapidae,Cacophis,Cacophis squamulosus,,,,,,,,,,,
TR|R4G2S3|Cacophis squamulosus,,Elapidae,Cacophis,Cacophis squamulosus,,,,,,,,,,,
SP|A8S6A8|Austrelaps superbus,Long neurotoxin,Elapidae,Austrelaps,Austrelaps superbus,5.0,Long-chain,3FTx,,,,,,,,
SP|P0C554|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2E3|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
SP|A8HDK0|Notechis scutatus scutatus,Short neurotoxin,Elapidae,Notechis,Notechis scutatus scutatus,4.0,Short-chain,3FTx,,,,,,,,
TR|H8PG67|Parasuta nigriceps,,Elapidae,Parasuta,Parasuta nigriceps,,,,,,,,,,,
SP|A8N286|Ophiophagus hannah,,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|P10455|Laticauda colubrina,Short neurotoxin,Elapidae,Laticauda,Laticauda colubrina,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGC7|Laticauda colubrina,Short neurotoxin,Elapidae,Laticauda,Laticauda colubrina,4.0,Short-chain,3FTx,,,,,,,,
SP|P10456|Laticauda colubrina,Short neurotoxin,Elapidae,Laticauda,Laticauda colubrina,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9DEQ3|Naja atra,Neurotoxin,Elapidae,Naja,Naja atra,,,,,,,,,,,
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_1|Naja naja,,Elapidae,Naja,Naja naja,,,,,,,,,,,
TR|A0A898ILP2|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPN6|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPD5|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|P10457|Laticauda colubrina,Short neurotoxin,Elapidae,Laticauda,Laticauda colubrina,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W6W6|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194APG0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G354|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
SP|Q91137|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P62375|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q02454|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
NCBI|RHASU_OL439259.1_1_258|Rhabdophis subminiatus,,Colubridae,Rhabdophis,Rhabdophis subminiatus,,,,,,,,,,,
None|Vako9|Varanus komodoensis,,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,,,,,,,,
NCBI|Pste_8|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,1.0,snake genomic,snake genomic,,,,,,,,
TR|A0A193CHM0|Boiga irregularis,,Colubridae,Boiga,Boiga irregularis,3.0,Basal,3FTx,,,,,,,,
TR|A0A193CHL7|Boiga irregularis,,Colubridae,Boiga,Boiga irregularis,,,,,,,,,,,
TR|A0A193CHM1|Trimorphodon lambda,,Colubridae,Trimorphodon,Trimorphodon lambda,3.0,Basal,3FTx,,,,,,,,
TR|A0A193CHM4|Trimorphodon lambda,,Colubridae,Trimorphodon,Trimorphodon lambda,3.0,Basal,3FTx,,,,,,,,
None|Povi_10|Pogona vitticeps,,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,,,,,,,,
TR|A5X2W6|Sistrurus catenatus edwardsii,,Viperidae,Sistrurus,Sistrurus catenatus edwardsii,,,,,,,,,,,
TR|A5X2X0|Sistrurus catenatus edwardsii,,Viperidae,Sistrurus,Sistrurus catenatus edwardsii,,,,,,,,,,,
TR|B4Y143|Sistrurus catenatus edwardsii,,Viperidae,Sistrurus,Sistrurus catenatus edwardsii,3.0,Basal,3FTx,,,,,,,,
TR|A5X2W7|Sistrurus catenatus edwardsii,,Viperidae,Sistrurus,Sistrurus catenatus edwardsii,,,,,,,,,,,
TR|A0A193CHK9|Oxybelis fulgidus,,Colubridae,Oxybelis,Oxybelis fulgidus,3.0,Basal,3FTx,,,,,,,,
None|Bmul_scaffold7_G00819_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,,,non-conventional,,,,,
SP|P60814|Naja atra,Probable weak neurotoxin,Elapidae,Naja,Naja atra,3.0,Basal,3FTx,,,,,,,,
SP|A7X3M3|Psammophis mossambicus,3FTx,Lamprophiidae,Psammophis,Psammophis mossambicus,6.0,Weird,3FTx,,,,,,,,
NCBI|PSASC_OL366270.1_1_258|Psammophis schokari,,Lamprophiidae,Psammophis,Psammophis schokari,,,,,,,,,,,
NCBI|PSASC_OL366274.1_1_264|Psammophis schokari,,Lamprophiidae,Psammophis,Psammophis schokari,,,,,,,,,,,
NCBI|PSASU_OL439254.1_1_252|Psammophis subtaeniatus,,Lamprophiidae,Psammophis,Psammophis subtaeniatus,,,,,,,,,,,
None|Povi_11|Pogona vitticeps,,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,,,,,,,,
NCBI|MALMO_OL366269.1_1_252|Malpolon monspessulanus,,Lamprophiidae,Malpolon,Malpolon monspessulanus,,,,,,,,,,,
None|Gaga_5|Gallus gallus,,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,,,,,,,,
TR|A0A898IPP1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c3_dn_25|Naja naja,,Elapidae,Naja,Naja naja,1.0,snake genomic,snake genomic,,,,,,,,
NCBI|Pste_9|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,1.0,snake genomic,snake genomic,,,,,,,,
None|Povi_12|Pogona vitticeps,,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,,,,,,,,
None|Phci_13|Phascolarctos cinereus,,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,,,,,,,,
None|Gaga_1|Gallus gallus,,Phasianidae,Gallus,Gallus gallus,1.0,Ly-6,Ly-6,,,,,,,,
None|Alsi_1|Alligator sinensis,,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,,,,,,,,
None|Phci_14|Phascolarctos cinereus,,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,,,,,,,,
None|Chmy_2|Chelonia mydas,,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,,,,,,,,
None|Anca_1|Anolis carolinensis,,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,,,,,,,,
None|Vako1|Varanus komodoensis,,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,,,,,,,,
None|Oran7|Ornithorhynchus anatinus,,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,,,,,,,,
None|Phci_3|Phascolarctos cinereus,,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,,,,,,,,
NCBI|PSASC_OL366271.1_1_249|Psammophis schokari,,Lamprophiidae,Psammophis,Psammophis schokari,,,,,,,,,,,
TR|U3FYQ0|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
SP|O94772|Homo sapiens,Ly6,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,,,,,,,,
None|Chmy_6|Chelonia mydas,,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,,,,,,,,
None|Chmy_7|Chelonia mydas,,Cheloniidae,Chelonia,Chelonia mydas,1.0,Ly-6,Ly-6,,,,,,,,
None|Povi_4|Pogona vitticeps,,Agamidae,Pogona,Pogona vitticeps,2.0,pre-3FTx,Ly-6,,,,,,,,
None|Alsi_8|Alligator sinensis,,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,,,,,,,,
None|Anca_9|Anolis carolinensis,,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,,,,,,,,
NCBI|Pste_3|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,1.0,snake genomic,snake genomic,,,,,,,,
None|Oran_dn5|Ornithorhynchus anatinus,,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,,,,,,,,
TR|U3FVH8|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194API9|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATD7|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,6.0,Weird,3FTx,,,,,,,,
TR|C6JUP0|Micrurus corallinus,,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
None|Anca_2|Anolis carolinensis,,Dactyloidae,Anolis,Anolis carolinensis,1.0,Ly-6,Ly-6,,,,,,,,
None|Phci_15|Phascolarctos cinereus,,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,1.0,Ly-6,Ly-6,,,,,,,,
NCBI|Pste_5|Pseudonaja textilis,,Elapidae,Pseudonaja,Pseudonaja textilis,1.0,snake genomic,snake genomic,,,,,,,,
None|Xetr_2|Xenopus tropicalis,,Pipidae,Xenopus,Xenopus tropicalis,1.0,Ly-6,Ly-6,,,,,,,,
None|Xetr4|Xenopus tropicalis,,Pipidae,Xenopus,Xenopus tropicalis,1.0,Ly-6,Ly-6,,,,,,,,
SP|P0DP57|Homo sapiens,,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,,,,,,,,
None|Oran3|Ornithorhynchus anatinus,,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,,,,,,,,
None|Alsi_3|Alligator sinensis,,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,,,,,,,,
SP|Q6UXB3|Homo sapiens,Ly6,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,,,,,,,,
TR|A0A098LY67|Python regius,,Pythonidae,Python,Python regius,3.0,Basal,3FTx,,,,,,,,
None|Nana_c1_1|Naja naja,,Elapidae,Naja,Naja naja,2.5,snake genomic,snake genomic,,,,,,,,
None|Oran1|Ornithorhynchus anatinus,,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,1.0,Ly-6,Ly-6,,,,,,,,
None|Vako10|Varanus komodoensis,,Varanidae,Varanus,Varanus komodoensis,1.0,Ly-6,Ly-6,,,,,,,,
SP|Q14210|Homo sapiens,Ly6,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,,,,,,,,
TR|B2BRR7|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
SP|F5CPE2|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPE0|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
None|Alsi_9|Alligator sinensis,,Alligatoridae,Alligator,Alligator sinensis,1.0,Ly-6,Ly-6,,,,,,,,
None|Xetr_6|Xenopus tropicalis,,Pipidae,Xenopus,Xenopus tropicalis,1.0,Ly-6,Ly-6,,,,,,,,
None|Povi_1|Pogona vitticeps,,Agamidae,Pogona,Pogona vitticeps,1.0,Ly-6,Ly-6,,,,,,,,
SP|P0DP58|Homo sapiens,Ly6,Hominidae,Homo,Homo sapiens,1.0,Ly-6,Ly-6,,,,,,,,
