mapped_id,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study,x,y,z
BGQ,Long neurotoxin 1 ,3FTx,Aspidelaps scutatus ,Elapidae,15.847118,7.1838665,-0.34549898
BGR,-,Ly-6,Pogona vitticeps,Agamidae,11.302472,5.5696273,5.7512608
BGS,Long neurotoxin LNTX28 ,3FTx,Ophiophagus hannah ,Elapidae,15.044818,7.289726,-0.28283423
BGT,AlphaelapitoxinOh2b ,3FTx,Ophiophagus hannah ,Elapidae,15.336737,7.1297927,-0.48748952
BGU,Long neurotoxin OH37 ,3FTx,Ophiophagus hannah ,Elapidae,14.925597,7.1711845,-0.33496028
BGV,Long neurotoxin 1 ,3FTx,Pseudonaja textilis ,Elapidae,14.425904,6.3484106,0.10048767
BGW,Long neurotoxin 1 ,3FTx,Hydrophis hardwickii ,Elapidae,15.653082,7.2961316,0.037375934
BGX,Long neurotoxin 2 ,3FTx,Hydrophis hardwickii ,Elapidae,15.5316305,7.2671795,0.005809691
BGY,AlphaelapitoxinLh2a ,3FTx,Hydrophis hardwickii ,Elapidae,15.690062,7.166229,0.25986835
BGZ,AlphaelapitoxinAst2a ,3FTx,Hydrophis stokesii ,Elapidae,15.548082,6.8331227,0.1386141
BHA,AlphaelapitoxinAst2b ,3FTx,Hydrophis stokesii ,Elapidae,15.616601,6.8781347,0.20255417
BHB,Long neurotoxinlike OH31 ,3FTx,Ophiophagus hannah ,Elapidae,7.5443616,6.5238028,9.219696
BHC,-,Ly-6,Alligator sinensis,Crocodilia,-0.38584295,8.727945,-2.3255284
BHD,AlphaelapitoxinDpp2b ,3FTx,Dendroaspis polylepis polylepis ,Elapidae,15.379899,7.149866,0.48008475
BHE,AlphaelapitoxinDpp2c ,3FTx,Dendroaspis polylepis polylepis ,Elapidae,15.469563,7.2864547,0.40921998
BHF,AlphaelapitoxinDpp2d ,3FTx,Dendroaspis polylepis polylepis ,Elapidae,15.3715515,7.1638517,0.35980347
BHG,AlphaelapitoxinDpp2a ,3FTx,Dendroaspis polylepis polylepis ,Elapidae,15.571242,7.254594,0.36441228
BHH,AlphaelapitoxinDjk2a ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae,15.897757,7.1484094,0.17264064
BHI,AlphaelapitoxinDv2b ,3FTx,Dendroaspis viridis ,Elapidae,15.766571,6.7499313,-0.109219335
BHJ,AlphaelapitoxinDv2a ,3FTx,Dendroaspis viridis ,Elapidae,15.524013,6.811902,0.18444975
BHK,Pseudonajatoxin b homolog ,3FTx,Pseudonaja textilis ,Elapidae,14.897645,6.642154,0.5386621
BHL,Pseudonajatoxin b ,3FTx,Pseudonaja textilis ,Elapidae,14.701647,6.8240013,0.13605072
BHM,Long neurotoxin 3FTxOxy2 ,3FTx,Oxyuranus microlepidotus ,Elapidae,14.482439,6.492086,0.51825845
BHN,-,Ly-6,Gallus gallus,Galliformes,-0.4369785,8.708875,-2.8005733
BHO,Long neurotoxin 1 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae,14.50997,6.528591,0.47404626
BHP,Long neurotoxin 1 ,3FTx,Oxyuranus microlepidotus ,Elapidae,14.945863,6.751645,0.56041074
BHQ,Long neurotoxin 3FTxOxy1 ,3FTx,Oxyuranus microlepidotus ,Elapidae,14.994545,7.001532,0.4097957
BHR,Long neurotoxin 2 ,3FTx,Oxyuranus microlepidotus ,Elapidae,15.120193,6.687275,0.36019573
BHS,Long neurotoxin 7 ,3FTx,Naja sputatrix ,Elapidae,16.210918,6.695771,-0.23418963
BHT,Long neurotoxin 4 ,3FTx,Naja naja ,Elapidae,16.57756,6.773718,0.074254535
BHU,Long neurotoxin 5 ,3FTx,Naja naja ,Elapidae,16.505762,6.6629667,0.16103064
BHV,Long neurotoxin 1 ,3FTx,Naja naja ,Elapidae,16.580757,6.5658965,0.11110863
BHW,Long neurotoxin 2 ,3FTx,Naja naja ,Elapidae,16.475359,6.5923467,0.14082745
BHX,Long neurotoxin 3 ,3FTx,Naja naja ,Elapidae,16.694944,6.7611976,0.08648829
BHY,-,Ly-6,Gallus gallus,Galliformes,-0.23844463,8.55993,-2.4133832
BHZ,Long neurotoxin 2 ,3FTx,Naja melanoleuca ,Elapidae,16.287283,6.6853237,-0.019584293
BIA,Long neurotoxin TxNM31 ,3FTx,Naja melanoleuca ,Elapidae,16.386349,6.8725443,-0.19734013
BIB,Long neurotoxin 1 ,3FTx,Naja annulata annulata ,Elapidae,16.4212,6.876768,-0.13995261
BIC,Long neurotoxin 1 ,3FTx,Naja anchietae ,Elapidae,16.206238,6.86811,0.15627229
BID,Long neurotoxin 1 ,3FTx,Naja nivea ,Elapidae,16.267347,6.8082337,0.1752539
BIE,Long neurotoxin 1 ,3FTx,Naja haje haje ,Elapidae,16.466532,6.9038982,-0.20039901
BIF,Long neurotoxin 3 ,3FTx,Ophiophagus hannah ,Elapidae,16.46867,7.203574,-0.10543165
BIG,Long neurotoxin OH55 ,3FTx,Ophiophagus hannah ,Elapidae,16.40772,7.055777,-0.010175055
BIH,Long neurotoxin 1 ,3FTx,Ophiophagus hannah ,Elapidae,16.4214,7.2961974,0.16543832
BII,Long neurotoxin OH56 ,3FTx,Ophiophagus hannah ,Elapidae,16.375244,7.141492,-0.20862083
BIJ,GPIHBP1 (glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1),Ly-6,Homo sapiens,Placentalia,-0.72746885,7.048901,-1.7408845
BIK,-,Ly-6,Alligator sinensis,Crocodilia,-0.3157604,8.348739,-2.3787472
BIL,Long neurotoxin 2 ,3FTx,Ophiophagus hannah ,Elapidae,15.9931555,7.1691456,0.1970816
BIM,Long neurotoxin LNTX2 homolog ,3FTx,Ophiophagus hannah ,Elapidae,16.08561,7.2449517,-0.017125059
BIN,Long neurotoxin LNTX22 ,3FTx,Ophiophagus hannah ,Elapidae,16.257385,7.3976355,-0.21747656
BIO,Long neurotoxin OH17 ,3FTx,Ophiophagus hannah ,Elapidae,16.224628,7.2684283,0.03973244
BIP,Long neurotoxin OH5 ,3FTx,Ophiophagus hannah ,Elapidae,14.767283,6.668657,0.13725457
BIQ,Long neurotoxin 4 ,3FTx,Ophiophagus hannah ,Elapidae,14.916415,6.515041,-0.0091678
BIR,Long neurotoxin LNTX8 ,3FTx,Ophiophagus hannah ,Elapidae,15.193717,6.481845,-0.11598719
BIS,Long neurotoxin LNTX37 ,3FTx,Ophiophagus hannah ,Elapidae,14.961961,6.7635927,0.13911887
BIT,Long neurotoxin LNTX1 ,3FTx,Ophiophagus hannah ,Elapidae,14.889813,6.8389096,0.07179579
BIU,Long neurotoxin TxNM2 ,3FTx,Naja melanoleuca ,Elapidae,14.974493,6.6521287,-0.20938586
BIV,-,Ly-6,Chelonia mydas,Testudines,-0.34170616,8.633776,-2.537517
BIW,-,Ly-6,Ornithorhynchus anatinus,Monotremata,-0.6741363,7.23341,-1.7388157
BIX,Long neurotoxin 1 ,3FTx,Naja melanoleuca ,Elapidae,14.861008,6.6315546,-0.046898086
BIY,AlphaelapitoxinNno2a ,3FTx,Naja oxiana ,Elapidae,15.231832,6.722174,-0.14611658
BIZ,Long neurotoxin LNTX1 ,3FTx,Demansia vestigiata ,Elapidae,14.635403,6.848968,-0.6136926
BJA,Long neurotoxin LNTX2 ,3FTx,Demansia vestigiata ,Elapidae,14.393214,6.830376,-0.3387141
BJB,Long neurotoxin 1 ,3FTx,Tropidechis carinatus ,Elapidae,14.758245,6.8923755,-0.7976854
BJC,Long neurotoxin 1 ,3FTx,Austrelaps superbus ,Elapidae,14.849821,6.838076,-0.7229434
BJD,Long neurotoxin 31 ,3FTx,Drysdalia coronoides ,Elapidae,15.252993,7.040453,-0.615122
BJE,Long neurotoxin 20 ,3FTx,Drysdalia coronoides ,Elapidae,15.212928,6.9226923,-0.5873846
BJF,AlphaelapitoxinAa2d ,3FTx,Acanthophis antarcticus ,Elapidae,15.957503,6.9255357,0.22230285
BJG,AlphaelapitoxinAa2b ,3FTx,Acanthophis antarcticus ,Elapidae,15.768435,6.6329303,-0.094420716
BJH,-,Ly-6,Chelonia mydas,Testudines,-0.28570205,8.685038,-2.4366074
BJI,AlphaelapitoxinAa2e ,3FTx,Acanthophis antarcticus ,Elapidae,15.754769,6.4314747,0.052438054
BJJ,Long neurotoxin 469 ,3FTx,Drysdalia coronoides ,Elapidae,14.948958,6.670212,-0.7581947
BJK,Long neurotoxin 73 ,3FTx,Drysdalia coronoides ,Elapidae,14.873363,6.499222,-0.6565132
BJL,AlphaelapitoxinOh2a ,3FTx,Ophiophagus hannah ,Elapidae,14.972776,6.785947,-0.2373515
BJM,Alphabungarotoxin N3 ,3FTx,Bungarus candidus ,Elapidae,14.734932,6.710867,-0.44760513
BJN,Alphabungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,14.570916,6.5071783,-0.23436077
BJO,Alphabungarotoxin isoform V31 ,3FTx,Bungarus multicinctus ,Elapidae,14.635755,6.599838,-0.5187113
BJP,Long neurotoxin 13 ,3FTx,Drysdalia coronoides ,Elapidae,15.293965,6.2403827,0.14256749
BJQ,Long neurotoxin 43 ,3FTx,Drysdalia coronoides ,Elapidae,15.25277,6.363721,0.18230674
BJR,AlphaelapitoxinNss2a ,3FTx,Notechis scutatus scutatus ,Elapidae,15.327988,6.4621296,-0.27796787
BJS,-,snake genomic,Naja naja,Elapidae,0.3978898,9.077685,-2.4530854
BJT,AlphaelapitoxinAl2a ,3FTx,Austrelaps labialis ,Elapidae,14.944066,6.2493033,0.34311882
BJU,AlphaelapitoxinAs2a ,3FTx,Austrelaps superbus ,Elapidae,15.13922,6.6034718,-0.39070296
BJV,AlphaelapitoxinAl2b ,3FTx,Austrelaps labialis ,Elapidae,15.001346,6.2548885,-0.12772235
BJW,Long neurotoxin 77 ,3FTx,Drysdalia coronoides ,Elapidae,14.80484,6.4859986,-0.4390364
BJX,Neurotoxinlike protein 1 ,3FTx,Causus rhombeatus ,Viperidae,9.6236725,2.4413362,-0.1049315
BJY,Neurotoxin 3FTxRK ,3FTx,Bungarus fasciatus ,Elapidae,9.873022,2.362643,-0.13546987
BJZ,Short neurotoxin homolog NTL4 ,3FTx,Bungarus multicinctus ,Elapidae,9.954583,1.9145027,-0.18363042
BKA,Bucain ,3FTx,Bungarus candidus ,Elapidae,9.818632,2.1974027,0.12144816
BKB,Mipartoxin4 ,3FTx,Micrurus mipartitus ,Elapidae,9.593366,2.3739588,-0.44500697
BKC,Long neurotoxin homolog TAbm16 ,3FTx,Bungarus multicinctus ,Elapidae,11.491015,3.6156938,5.177453
BKD,-,snake genomic,Pseudonaja textilis,Elapidae,0.4568992,9.2764635,-2.3599524
BKE,Gammabungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,11.590981,3.4932382,5.240976
BKF,Long neurotoxin homolog NTL2 ,3FTx,Bungarus multicinctus ,Elapidae,11.602679,3.4439044,5.359557
BKG,Thrombostatin ,3FTx,Dendroaspis angusticeps ,Elapidae,10.331575,0.7182881,0.95291966
BKH,Dendroaspin ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae,10.629908,0.80595404,0.9327649
BKI,Toxin S5C1 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae,10.673325,0.7998778,0.8678605
BKJ,Alphaneurotoxin homolog 8 ,3FTx,Micrurus corallinus ,Elapidae,11.153765,3.096565,4.9476757
BKK,Frontoxin IV ,3FTx,Micrurus frontalis ,Elapidae,12.151629,4.0569,5.007184
BKL,Micrurotoxin 2 ,3FTx,Micrurus mipartitus ,Elapidae,11.944198,3.8186932,5.287597
BKM,Micrurotoxin 1 ,3FTx,Micrurus mipartitus ,Elapidae,12.061451,3.8772368,5.0512934
BKN,Long neurotoxin MS5 ,3FTx,Micrurus surinamensis ,Elapidae,12.070952,4.0984945,5.051891
BKO,-,Ly-6,Pogona vitticeps,Agamidae,0.4758246,9.173053,-2.463548
BKP,Frontoxin V ,3FTx,Micrurus frontalis ,Elapidae,12.254882,3.8399324,5.1742916
BKQ,Long neurotoxin MS4 ,3FTx,Micrurus surinamensis ,Elapidae,12.218481,3.724289,5.2349896
BKR,Long neurotoxin MS2 ,3FTx,Micrurus surinamensis ,Elapidae,12.2615185,3.9432383,5.4636884
BKS,Threefinger toxin MS3 ,3FTx,Micrurus surinamensis ,Elapidae,9.968855,0.6325098,1.3318
BKT,Weak toxin CM1c ,3FTx,Hemachatus haemachatus ,Elapidae,10.714764,1.7727988,2.317115
BKU,Weak toxin CM2 ,3FTx,Naja haje haje ,Elapidae,10.781019,1.7584414,2.4625974
BKV,Weak toxin DE1 homolog 1 ,3FTx,Ophiophagus hannah ,Elapidae,10.433023,1.3528793,1.7400777
BKW,Three finger toxin MALT0066C ,3FTx,Micrurus altirostris ,Elapidae,9.934172,0.40110746,0.86813515
BKX,Three finger toxin MALT0054C ,3FTx,Micrurus altirostris ,Elapidae,9.832134,0.18847345,0.4741542
BKY,Three finger toxin MALT0052C ,3FTx,Micrurus altirostris ,Elapidae,9.728506,0.45773107,0.9543738
BKZ,-,Ly-6,Anolis carolinensis,Dactyloidae,0.6095904,9.208235,-2.430968
BLA,Three finger toxin MALT0058C ,3FTx,Micrurus altirostris ,Elapidae,9.5605135,0.17779341,0.722148
BLB,Kappa4bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,14.216408,7.798759,-0.8242643
BLC,Kappaflavitoxin ,3FTx,Bungarus flaviceps flaviceps ,Elapidae,14.290601,7.7225947,-0.9012246
BLD,Kappa6bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,14.172241,7.8389516,-0.9017832
BLE,Kappa2bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,14.265124,7.5886736,-0.6043512
BLF,Kappa5bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,14.19597,7.8951244,-0.78620094
BLG,Kappa3bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae,14.318005,7.8748446,-0.7536413
BLH,Kappa 1bbungarotoxin ,3FTx,Bungarus candidus ,Elapidae,14.463664,7.71653,-0.82947266
BLI,Kappa 1abungarotoxin ,3FTx,Bungarus candidus ,Elapidae,14.41637,7.8326263,-0.9332511
BLJ,Weak toxin DE1 ,3FTx,Ophiophagus hannah ,Elapidae,10.391856,1.0907539,1.5228715
BLK,-,Ly-6,Varanus komodoensis,Anguimorpha,0.34605592,8.910436,-2.3815756
BLL,Weak neurotoxin WNTX33 ,3FTx,Ophiophagus hannah ,Elapidae,10.218225,1.1249487,1.6099845
BLM,Muscarinic toxin 2 ,3FTx,Dendroaspis angusticeps ,Elapidae,9.532278,1.1135377,0.42187437
BLN,Short neurotoxin 1 ,3FTx,Bungarus fasciatus ,Elapidae,10.216512,1.0628752,-1.1737704
BLO,Neurotoxin 3FTxRI ,3FTx,Bungarus fasciatus ,Elapidae,10.031234,0.72474223,-0.9756003
BLP,Short neurotoxin SNTX1 ,3FTx,Demansia vestigiata ,Elapidae,8.861418,2.2634842,-2.4537578
BLQ,Short neurotoxin 3FTxOxy4 ,3FTx,Oxyuranus microlepidotus ,Elapidae,8.948472,0.23359145,0.4831187
BLR,Short neurotoxin 3FTxOxy3 ,3FTx,Oxyuranus microlepidotus ,Elapidae,9.22579,0.60429513,0.5236472
BLS,Short neurotoxin 1 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae,8.944217,0.5279134,0.43324056
BLT,Short neurotoxin 2 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae,9.1835785,0.5845613,0.52749383
BLU,Short neurotoxin 342 ,3FTx,Drysdalia coronoides ,Elapidae,9.843893,0.6130891,0.8184681
BLV,-,Ly-6,Alligator sinensis,Crocodilia,0.5096152,9.130137,-1.9449147
BLW,Short neurotoxin 2 ,3FTx,Cryptophis nigrescens ,Elapidae,8.554001,2.1399877,-2.7325516
BLX,Short neurotoxin 1 ,3FTx,Cryptophis nigrescens ,Elapidae,8.632194,2.0022109,-2.2838767
BLY,Short neurotoxin 1 ,3FTx,Pseudechis australis ,Elapidae,8.401097,2.3667133,-2.5100708
BLZ,Short neurotoxin 1 ,3FTx,Pseudechis porphyriacus ,Elapidae,8.636833,2.386217,-2.4781299
BMA,Short neurotoxin 1 ,3FTx,Acanthophis antarcticus ,Elapidae,8.4430065,2.1811645,-2.3149912
BMB,Short neurotoxin B ,3FTx,Aipysurus laevis ,Elapidae,8.556147,2.3977976,-2.637007
BMC,Short neurotoxin D ,3FTx,Aipysurus laevis ,Elapidae,8.599346,2.2830892,-2.7664967
BMD,Short neurotoxin A ,3FTx,Aipysurus laevis ,Elapidae,8.492946,2.415023,-2.6948855
BME,Short neurotoxin C ,3FTx,Aipysurus laevis ,Elapidae,8.663395,2.389095,-2.6357658
BMF,Short neurotoxin 1 ,3FTx,Hydrophis peronii ,Elapidae,8.332464,2.1511297,-2.8357747
BMG,-,Ly-6,Gallus gallus,Galliformes,0.5981893,8.949203,-2.185228
BMH,Short neurotoxin 1 ,3FTx,Hydrophis lapemoides ,Elapidae,8.469555,2.444534,-2.894197
BMI,Short neurotoxin 1 ,3FTx,Hydrophis hardwickii ,Elapidae,8.193392,2.177129,-2.9861977
BMJ,Toxin 5 ,3FTx,Hydrophis schistosus ,Elapidae,8.259254,2.3628159,-2.7968004
BMK,Short neurotoxin 2 ,3FTx,Hydrophis hardwickii ,Elapidae,8.317806,2.4877295,-2.953406
BML,Short neurotoxin SN160 ,3FTx,Hydrophis hardwickii ,Elapidae,8.291303,2.3737228,-2.984987
BMM,Short neurotoxin 1 ,3FTx,Hydrophis cyanocinctus ,Elapidae,8.365383,2.4480631,-2.8126738
BMN,Short neurotoxin 2 ,3FTx,Drysdalia coronoides ,Elapidae,9.090961,0.8188835,0.2946484
BMO,Short neurotoxin 1 ,3FTx,Tropidechis carinatus ,Elapidae,8.459935,2.149606,-2.4860742
BMP,Short neurotoxin 2 ,3FTx,Tropidechis carinatus ,Elapidae,8.516726,2.1587038,-2.5012453
BMQ,Short neurotoxin 1 ,3FTx,Austrelaps superbus ,Elapidae,8.327065,2.1750011,-2.4531024
BMR,-,Ly-6,Chelonia mydas,Testudines,0.2855904,8.949661,-2.3834713
BMS,Short neurotoxin 1 ,3FTx,Hoplocephalus stephensii ,Elapidae,8.213055,2.4244497,-2.4639266
BMT,Short neurotoxin 1 ,3FTx,Notechis scutatus scutatus ,Elapidae,8.166998,2.127679,-2.549427
BMU,Toxin S5C10 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae,9.977172,0.5700547,0.49803522
BMV,Short neurotoxin 1 ,3FTx,Dendroaspis polylepis polylepis ,Elapidae,9.988527,0.5454307,0.48581827
BMW,Short neurotoxin 1 ,3FTx,Dendroaspis viridis ,Elapidae,9.688591,0.48180827,0.12381232
BMX,Short neurotoxin 1 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae,9.806044,0.8134431,0.17593084
BMY,Erabutoxin a ,3FTx,Laticauda semifasciata ,Elapidae,10.270589,0.93839234,-0.03210449
BMZ,Erabutoxin c ,3FTx,Laticauda semifasciata ,Elapidae,10.266205,0.8755569,-0.033013742
BNA,Erabutoxin b ,3FTx,Laticauda semifasciata ,Elapidae,10.073113,1.0271958,-0.044738222
BNB,Short neurotoxin NCA02/NCA05/UER05 ,3FTx,Laticauda colubrina ,Elapidae,10.347817,0.8748119,-0.5968949
BNC,-,Ly-6,Chelonia mydas,Testudines,0.59609264,9.22087,-2.1077888
BND,-,Ly-6,Ornithorhynchus anatinus,Monotremata,-0.666411,7.4120526,-1.6233011
