mapped_id,original_id,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study
AZA,sp|C0HJD3|3NB_OXYFU Fulgimotoxin OS=Oxybelis fulgidus OX=121355 PE=1 SV=1,Fulgimotoxin ,3FTx,Oxybelis fulgidus ,Colubridae
AZB,sp|A7X3V0|3NB4_TELDH Toxin 3FTxTel4 OS=Telescopus dhara OX=338837 PE=3 SV=1,Toxin 3FTxTel4 ,3FTx,Telescopus dhara ,Colubridae
AZC,sp|Q8JFX7|3NOHE_BUNMU Muscarinic toxin BM14 OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Muscarinic toxin BM14 ,3FTx,Bungarus multicinctus ,Elapidae
AZD,sp|Q9PW19|3NOH_BUNMU Toxin BMLCL OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Toxin BMLCL ,3FTx,Bungarus multicinctus ,Elapidae
AZE,sp|Q9YGH0|3NOH3_BUNMU Cytotoxinlike protein TABMBGT3 OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Cytotoxinlike protein TABMBGT3 ,3FTx,Bungarus multicinctus ,Elapidae
AZF,"Povi_8 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AZG,sp|A7X3M3|3NX1_PSAMO Toxin 3FTxPsa1 OS=Psammophis mossambicus OX=234064 PE=3 SV=1,Toxin 3FTxPsa1 ,3FTx,Psammophis mossambicus ,Psammophiidae
AZH,sp|A7X6J0|3NX4_DISTY Toxin 3FTxDis4 OS=Dispholidus typus OX=46295 PE=1 SV=1,Toxin 3FTxDis4 ,3FTx,Dispholidus typus ,Colubridae
AZI,sp|A7X6I4|3NX5_THRJA Toxin 3FTxThr5 OS=Thrasops jacksonii OX=186611 PE=3 SV=1,Toxin 3FTxThr5 ,3FTx,Thrasops jacksonii ,Colubridae
AZJ,sp|C0HJT4|3NOJ_DENAN Toxin Tx7335 OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Toxin Tx7335 ,3FTx,Dendroaspis angusticeps ,Elapidae
AZK,sp|C6JUP3|3SX3_MICCO Threefinger toxin MicTx3 OS=Micrurus corallinus OX=54390 PE=1 SV=1,Threefinger toxin MicTx3 ,3FTx,Micrurus corallinus ,Elapidae
AZL,"Alsi_6 Alligator sinensis unplaced genomic scaffold, ASM45574v1 scaffold1054_1, whole genome shotgun sequence",-,Ly-6,Alligator sinensis,Crocodilia
AZM,sp|F5CPE6|3SX0_MICAT Threefinger toxin MALT0070C OS=Micrurus altirostris OX=129457 PE=1 SV=1,Threefinger toxin MALT0070C ,3FTx,Micrurus altirostris ,Elapidae
AZN,sp|Q9PUB7|3SOC1_MICCO Alphaneurotoxin homolog 1 OS=Micrurus corallinus OX=54390 PE=1 SV=1,Alphaneurotoxin homolog 1 ,3FTx,Micrurus corallinus ,Elapidae
AZO,sp|Q9PRI1|3SOC7_MICCO Alphaneurotoxin homolog 7 OS=Micrurus corallinus OX=54390 PE=1 SV=1,Alphaneurotoxin homolog 7 ,3FTx,Micrurus corallinus ,Elapidae
AZP,sp|F5CPE3|3SX5_MICAT Threefinger toxin MALT0065C OS=Micrurus altirostris OX=129457 PE=1 SV=1,Threefinger toxin MALT0065C ,3FTx,Micrurus altirostris ,Elapidae
AZQ,sp|P43445|3SO7_BUNMU Short neurotoxin homolog OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Short neurotoxin homolog ,3FTx,Bungarus multicinctus ,Elapidae
AZR,sp|P19004|3SOD_ASPSC Cytotoxin homolog S4C8 OS=Aspidelaps scutatus OX=8607 PE=1 SV=1,Cytotoxin homolog S4C8 ,3FTx,Aspidelaps scutatus ,Elapidae
AZS,sp|Q8UUK0|3SOF3_NAJAT Cytotoxin homolog Clbp3 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin homolog Clbp3 ,3FTx,Naja atra ,Elapidae
AZT,sp|P24778|3SOE_HEMHA Cytotoxin homolog OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Cytotoxin homolog ,3FTx,Hemachatus haemachatus ,Elapidae
AZU,sp|P01474|3SOF2_NAJME Cytotoxin homolog 2 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Cytotoxin homolog 2 ,3FTx,Naja melanoleuca ,Elapidae
AZV,sp|P01473|3SOF3_NAJME Cytotoxin homolog 3 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Cytotoxin homolog 3 ,3FTx,Naja melanoleuca ,Elapidae
AZW,"Chmy_9 Chelonia mydas unplaced genomic scaffold, CheMyd_1.0 scaffold708, whole genome shotgun sequence",-,Ly-6,Chelonia mydas,Testudines
AZX,sp|P49122|3SOF7_NAJAT Cytotoxin 7 OS=Naja atra OX=8656 PE=2 SV=1,Cytotoxin 7 ,3FTx,Naja atra ,Elapidae
AZY,sp|P62390|3SOFB_NAJHA Cytotoxin 11 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 11 ,3FTx,Naja annulifera ,Elapidae
AZZ,sp|P14541|3SOFH_NAJKA Cytotoxin homolog OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin homolog ,3FTx,Naja kaouthia ,Elapidae
BAA,sp|P0DUK7|3SOF1_NAJAT MuelapitoxinNa1a OS=Naja atra OX=8656 PE=1 SV=1,MuelapitoxinNa1a ,3FTx,Naja atra ,Elapidae
BAB,sp|Q91137|3SOFL_NAJAT Cytotoxin homolog 5 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin homolog 5 ,3FTx,Naja atra ,Elapidae
BAC,sp|Q91126|3SOFA_NAJAT Cardiotoxin 7a OS=Naja atra OX=8656 PE=3 SV=1,Cardiotoxin 7a ,3FTx,Naja atra ,Elapidae
BAD,sp|P62375|3SOF5_NAJAT Cytotoxin A5 OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin A5 ,3FTx,Naja atra ,Elapidae
BAE,sp|Q9W716|3SOFV_NAJAT Cytotoxin homolog 5V OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin homolog 5V ,3FTx,Naja atra ,Elapidae
BAF,sp|Q2VBN4|3SDC3_OPHHA Betacardiotoxin CTX23 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX23 ,3FTx,Ophiophagus hannah ,Elapidae
BAG,sp|Q2VBN5|3SDC1_OPHHA Betacardiotoxin CTX21 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Betacardiotoxin CTX21 ,3FTx,Ophiophagus hannah ,Elapidae
BAH,"Gaga_5 Gallus gallus isolate RJF #256 breed Red Jungle fowl, inbred line UCD001 chromosome 2, Gallus_gallus5.0, whole genome shotgun sequence",-,Ly-6,Gallus gallus,Galliformes
BAI,"Phci_17 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
BAJ,sp|Q2VBN7|3SDC4_OPHHA Betacardiotoxin CTX14 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX14 ,3FTx,Ophiophagus hannah ,Elapidae
BAK,sp|Q69CK0|3SDC7_OPHHA Betacardiotoxin CTX27 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX27 ,3FTx,Ophiophagus hannah ,Elapidae
BAL,sp|Q53B46|3SDC5_OPHHA Betacardiotoxin CTX15 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX15 ,3FTx,Ophiophagus hannah ,Elapidae
BAM,sp|Q2VBN8|3SDC9_OPHHA Betacardiotoxin CTX9 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX9 ,3FTx,Ophiophagus hannah ,Elapidae
BAN,sp|P19003|3SOG_ASPSC Cytotoxin homolog S3C2 OS=Aspidelaps scutatus OX=8607 PE=1 SV=1,Cytotoxin homolog S3C2 ,3FTx,Aspidelaps scutatus ,Elapidae
BAO,sp|P24777|3SB3_HEMHA Cytotoxin 3 OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Cytotoxin 3 ,3FTx,Hemachatus haemachatus ,Elapidae
BAP,sp|B3EWH9|3SBH_HEMHA Threefinger hemachatoxin OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Threefinger hemachatoxin ,3FTx,Hemachatus haemachatus ,Elapidae
BAQ,sp|P01471|3SB1_HEMHA Cytotoxin 1 OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Cytotoxin 1 ,3FTx,Hemachatus haemachatus ,Elapidae
BAR,sp|P24776|3SB2_HEMHA Cytotoxin 2 OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Cytotoxin 2 ,3FTx,Hemachatus haemachatus ,Elapidae
BAS,sp|P01452|3SA4_NAJMO Cytotoxin 4 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 4 ,3FTx,Naja mossambica ,Elapidae
BAT,"Alsi_10 Alligator sinensis unplaced genomic scaffold, ASM45574v1 scaffold1054_1, whole genome shotgun sequence",-,Ly-6,Alligator sinensis,Crocodilia
BAU,sp|P01470|3SA3_NAJMO Cytotoxin 3 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja mossambica ,Elapidae
BAV,sp|P0DSN1|3SAN_NAJNG Naniproin OS=Naja nigricollis OX=8654 PE=1 SV=1,Naniproin ,3FTx,Naja nigricollis ,Elapidae
BAW,sp|P01469|3SA2_NAJMO Cytotoxin 2 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja mossambica ,Elapidae
BAX,sp|P01467|3SA1_NAJMO Cytotoxin 1 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja mossambica ,Elapidae
BAY,sp|P01468|3SA1_NAJPA Cytotoxin 1 OS=Naja pallida OX=8658 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja pallida ,Elapidae
BAZ,sp|P25517|3SA5_NAJMO Cytotoxin 5 OS=Naja mossambica OX=8644 PE=1 SV=3,Cytotoxin 5 ,3FTx,Naja mossambica ,Elapidae
BBA,sp|P86538|3SA2A_NAJNA Cytotoxin 2a OS=Naja naja OX=35670 PE=1 SV=2,Cytotoxin 2a ,3FTx,Naja naja ,Elapidae
BBB,sp|Q98956|3SA1B_NAJAT Cytotoxin 1b OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1b ,3FTx,Naja atra ,Elapidae
BBC,sp|P01451|3SA1_NAJOX Cytotoxin 1 OS=Naja oxiana OX=8657 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja oxiana ,Elapidae
BBD,sp|Q98958|3SA1D_NAJAT Cytotoxin 1d/1e OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1d/1e ,3FTx,Naja atra ,Elapidae
BBE,"Prmu_6 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
BBF,sp|Q91136|3SATF_NAJAT Cytotoxin Ilike T15 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin Ilike T15 ,3FTx,Naja atra ,Elapidae
BBG,sp|P79810|3SA1C_NAJAT Cytotoxin 1c OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1c ,3FTx,Naja atra ,Elapidae
BBH,sp|Q91135|3SAPF_NAJAT Cytotoxin Ilike P15 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin Ilike P15 ,3FTx,Naja atra ,Elapidae
BBI,sp|Q98957|3SA1A_NAJAT Cytotoxin 1a OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1a ,3FTx,Naja atra ,Elapidae
BBJ,sp|P60304|3SA1_NAJAT Cytotoxin 1 OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja atra ,Elapidae
BBK,sp|Q98965|3SA6_NAJAT Cytotoxin 6 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 6 ,3FTx,Naja atra ,Elapidae
BBL,sp|Q9W6W6|3SAA_NAJAT Cytotoxin 10 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 10 ,3FTx,Naja atra ,Elapidae
BBM,sp|P80245|3SAN_NAJAT Cytotoxin 6 OS=Naja atra OX=8656 PE=1 SV=2,Cytotoxin 6 ,3FTx,Naja atra ,Elapidae
BBN,sp|P49123|3SA8A_NAJAT Cytotoxin 8 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 8 ,3FTx,Naja atra ,Elapidae
BBO,sp|P01441|3SA2_NAJOX Cytotoxin 2 OS=Naja oxiana OX=8657 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja oxiana ,Elapidae
BBP,"Nana_c3_dn_25 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
BBQ,sp|Q9PS34|3SA5_NAJOX Cytotoxin Vc5 OS=Naja oxiana OX=8657 PE=1 SV=1,Cytotoxin Vc5 ,3FTx,Naja oxiana ,Elapidae
BBR,sp|P60309|3SAFD_NAJAT Cytotoxin SP15d OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP15d ,3FTx,Naja atra ,Elapidae
BBS,sp|P60307|3SAFA_NAJAT Cytotoxin SP15a OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP15a ,3FTx,Naja atra ,Elapidae
BBT,sp|P60308|3SAFC_NAJAT Cytotoxin SP15c OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP15c ,3FTx,Naja atra ,Elapidae
BBU,sp|P86540|3SA8_NAJNA Cytotoxin 8 OS=Naja naja OX=35670 PE=1 SV=2,Cytotoxin 8 ,3FTx,Naja naja ,Elapidae
BBV,sp|P86382|3SA7_NAJNA Cytotoxin 7 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 7 ,3FTx,Naja naja ,Elapidae
BBW,sp|P60306|3SADB_NAJAT Cytotoxin SP13b OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP13b ,3FTx,Naja atra ,Elapidae
BBX,sp|P01445|3SA7A_NAJKA Cytotoxin 2 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja kaouthia ,Elapidae
BBY,sp|P01446|3SA3_NAJKA Cytotoxin 3 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja kaouthia ,Elapidae
BBZ,sp|P01447|3SA1_NAJNA Cytotoxin 1 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja naja ,Elapidae
BCA,"Pste_9 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
BCB,sp|P24780|3SA3_NAJNA Cytotoxin 3 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja naja ,Elapidae
BCC,sp|Q91124|3SA8B_NAJAT Cytotoxin 8 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 8 ,3FTx,Naja atra ,Elapidae
BCD,sp|Q98962|3SA3D_NAJAT Cytotoxin 3d OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 3d ,3FTx,Naja atra ,Elapidae
BCE,sp|P24779|3SA5_NAJKA Cytotoxin 5 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja kaouthia ,Elapidae
BCF,sp|P83345|3SAS_NAJSG Cytotoxin sagitoxin OS=Naja sagittifera OX=195058 PE=1 SV=1,Cytotoxin sagitoxin ,3FTx,Naja sagittifera ,Elapidae
BCG,sp|P60311|3SAC3_NAJSP Cytotoxin KJC3 OS=Naja sputatrix OX=33626 PE=1 SV=1,Cytotoxin KJC3 ,3FTx,Naja sputatrix ,Elapidae
BCH,sp|Q9W6W9|3SA4N_NAJAT Cytotoxin 4N OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 4N ,3FTx,Naja atra ,Elapidae
BCI,sp|P01443|3SA4_NAJAT Cytotoxin 4 OS=Naja atra OX=8656 PE=1 SV=2,Cytotoxin 4 ,3FTx,Naja atra ,Elapidae
BCJ,sp|Q02454|3SA0_NAJSP Cytotoxin OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin ,3FTx,Naja sputatrix ,Elapidae
BCK,sp|P01442|3SA2_NAJAT Cytotoxin 2 OS=Naja atra OX=8656 PE=1 SV=2,Cytotoxin 2 ,3FTx,Naja atra ,Elapidae
BCL,"Chmy_13 Chelonia mydas unplaced genomic scaffold, CheMyd_1.0 scaffold708, whole genome shotgun sequence",-,Ly-6,Chelonia mydas,Testudines
BCM,sp|Q98961|3SA5_NAJAT Cytotoxin 5 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 5 ,3FTx,Naja atra ,Elapidae
BCN,sp|P07525|3SAT_NAJAT Cytotoxin 5 OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja atra ,Elapidae
BCO,sp|P0CH80|3SA1_NAJKA Cytotoxin 1 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja kaouthia ,Elapidae
BCP,sp|P86541|3SAA_NAJNA Cytotoxin 10 OS=Naja naja OX=35670 PE=1 SV=2,Cytotoxin 10 ,3FTx,Naja naja ,Elapidae
BCQ,sp|P01440|3SA2_NAJNA Cytotoxin 2 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja naja ,Elapidae
BCR,sp|O93471|3SA1_NAJSP Cytotoxin 1 OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin 1 ,3FTx,Naja sputatrix ,Elapidae
BCS,sp|O93472|3SA2C_NAJSP Cytotoxin 2c OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin 2c ,3FTx,Naja sputatrix ,Elapidae
BCT,sp|Q98959|3SA3A_NAJAT Cytotoxin 3a OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 3a ,3FTx,Naja atra ,Elapidae
BCU,sp|O93473|3SA4A_NAJSP Cytotoxin 4a OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin 4a ,3FTx,Naja sputatrix ,Elapidae
BCV,sp|O73856|3SA4B_NAJSP Cytotoxin 4b OS=Naja sputatrix OX=33626 PE=1 SV=2,Cytotoxin 4b ,3FTx,Naja sputatrix ,Elapidae
BCW,"Povi_12 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
BCX,sp|Q98960|3SA3B_NAJAT Cytotoxin 3b OS=Naja atra OX=8656 PE=3 SV=2,Cytotoxin 3b ,3FTx,Naja atra ,Elapidae
BCY,sp|Q9DGH9|3SA2_NAJKA Cytotoxin 2 OS=Naja kaouthia OX=8649 PE=3 SV=1,Cytotoxin 2 ,3FTx,Naja kaouthia ,Elapidae
BCZ,sp|P01463|3SA2_NAJNI Cytotoxin 2 OS=Naja nivea OX=8655 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja nivea ,Elapidae
BDA,sp|P01464|3SA5_NAJHA Cytotoxin 5 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja annulifera ,Elapidae
BDB,sp|P01462|3SA2_NAJHA Cytotoxin 2 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja annulifera ,Elapidae
BDC,sp|P01466|3SA7_NAJHA Cytotoxin 7 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 7 ,3FTx,Naja annulifera ,Elapidae
BDD,sp|P01465|3SA6_NAJHA Cytotoxin 6 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 6 ,3FTx,Naja annulifera ,Elapidae
BDE,sp|P01456|3SA1_NAJNI Cytotoxin 1 OS=Naja nivea OX=8655 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja nivea ,Elapidae
BDF,sp|P01455|3SA1_NAJHA Cytotoxin 1 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja annulifera ,Elapidae
BDG,sp|P01458|3SA3_NAJNI Cytotoxin 3 OS=Naja nivea OX=8655 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja nivea ,Elapidae
BDH,"Hosa_11 Homo sapiens chromosome 8, GRCh38.p12 Primary Assembly",LY6E,Ly-6,Homo sapiens,Placentalia
BDI,sp|P01457|3SA5_NAJHH Cytotoxin 5 OS=Naja haje haje OX=8642 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja haje haje ,Elapidae
BDJ,sp|P01461|3SA4_NAJHA Cytotoxin 4 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 4 ,3FTx,Naja annulifera ,Elapidae
BDK,sp|P01459|3SA3_NAJHA Cytotoxin 3 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja annulifera ,Elapidae
BDL,sp|P01460|3SA8_NAJHA Cytotoxin 8 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 8 ,3FTx,Naja annulifera ,Elapidae
BDM,sp|P01448|3SA1_NAJME Cytotoxin 1 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja melanoleuca ,Elapidae
BDN,sp|P01454|3SA9_NAJHA Cytotoxin 9 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 9 ,3FTx,Naja annulifera ,Elapidae
BDO,sp|P01453|3SAA_NAJHA Cytotoxin 10 OS=Naja annulifera OX=96794 PE=1 SV=1,Cytotoxin 10 ,3FTx,Naja annulifera ,Elapidae
BDP,sp|P0C553|3SOII_BUNFA Neurotoxin 3FTxLI OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Neurotoxin 3FTxLI ,3FTx,Bungarus fasciatus ,Elapidae
BDQ,sp|P14534|3SOI2_BUNFA Short neurotoxin 2 OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Bungarus fasciatus ,Elapidae
BDR,sp|P0C552|3SOIK_BUNFA Neurotoxin 3FTxLK OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Neurotoxin 3FTxLK ,3FTx,Bungarus fasciatus ,Elapidae
BDS,"Pybi_1 Python bivittatus unplaced genomic scaffold, Python_molurus_bivittatus5.0.2 Scaffold2194, whole genome shotgun sequence",-,snake genomic,Python bivittatus,Pythonidae
BDT,sp|A0A4P1LYC9|3SX_DENPO Dendroaspis polylepis MT9 OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,Dendroaspis polylepis MT9 ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BDU,sp|P25683|3SL8_DENJA Toxin S4C8 OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,Toxin S4C8 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BDV,sp|P25684|3SL2_DENAN Toxin C10S2C2 OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Toxin C10S2C2 ,3FTx,Dendroaspis angusticeps ,Elapidae
BDW,sp|P01414|3SL2_DENPO Toxin FS2 OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,Toxin FS2 ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BDX,sp|P22947|3SLS_DENPO Calciseptin OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,Calciseptin ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BDY,sp|P25681|3SEC_DENPO Acetylcholinesterase toxin C OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,Acetylcholinesterase toxin C ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BDZ,sp|P0C1Z0|3SE2_DENAN Fasciculin2 OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Fasciculin2 ,3FTx,Dendroaspis angusticeps ,Elapidae
BEA,sp|P0C1Y9|3SE1_DENAN Fasciculin1 OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Fasciculin1 ,3FTx,Dendroaspis angusticeps ,Elapidae
BEB,sp|P18329|3SOA1_DENAN Toxin C13S1C1 OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Toxin C13S1C1 ,3FTx,Dendroaspis angusticeps ,Elapidae
BEC,sp|P01404|3SOB8_DENAN Toxin FVIII OS=Dendroaspis angusticeps OX=8618 PE=1 SV=2,Toxin FVIII ,3FTx,Dendroaspis angusticeps ,Elapidae
BED,"Pste_8 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
BEE,sp|P01405|3SOB6_DENVI Toxin 4.9.6 OS=Dendroaspis viridis OX=8621 PE=1 SV=1,Toxin 4.9.6 ,3FTx,Dendroaspis viridis ,Elapidae
BEF,sp|P01406|3SOB4_DENJA Toxin S5C4 OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,Toxin S5C4 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BEG,sp|P79688|3SO9L_BUNMU Cardiotoxin homolog TActxlike OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Cardiotoxin homolog TActxlike ,3FTx,Bungarus multicinctus ,Elapidae
BEH,sp|Q8AY52|3SO92_BUNCA Candiduxin2 OS=Bungarus candidus OX=92438 PE=3 SV=1,Candiduxin2 ,3FTx,Bungarus candidus ,Elapidae
BEI,sp|Q800Y3|3SO93_BUNMU Neurotoxinlike protein pMD18NTL3 OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Neurotoxinlike protein pMD18NTL3 ,3FTx,Bungarus multicinctus ,Elapidae
BEJ,sp|Q9YGI0|3SO91_BUNMU Short neurotoxin homolog NTL1 OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Short neurotoxin homolog NTL1 ,3FTx,Bungarus multicinctus ,Elapidae
BEK,sp|Q8AY53|3SO91_BUNCA Candiduxin1 OS=Bungarus candidus OX=92438 PE=3 SV=1,Candiduxin1 ,3FTx,Bungarus candidus ,Elapidae
BEL,sp|Q9W727|3SO8_BUNMU Muscarinic toxinlike protein OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Muscarinic toxinlike protein ,3FTx,Bungarus multicinctus ,Elapidae
BEM,sp|P82464|3SO8_NAJKA Muscarinic toxinlike protein 3 OS=Naja kaouthia OX=8649 PE=1 SV=1,Muscarinic toxinlike protein 3 ,3FTx,Naja kaouthia ,Elapidae
BEN,sp|C0HJT5|3SO1_HEMHA Ringhalexin OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Ringhalexin ,3FTx,Hemachatus haemachatus ,Elapidae
BEO,"Prmu_5 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
BEP,sp|Q70WS8|3NO41_BUNMU Neurotoxin BM101like OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Neurotoxin BM101like ,3FTx,Bungarus multicinctus ,Elapidae
BEQ,sp|P81783|3NO4_BUNCA Candoxin OS=Bungarus candidus OX=92438 PE=1 SV=2,Candoxin ,3FTx,Bungarus candidus ,Elapidae
BER,sp|P15818|3NO4H_BUNMU Long neurotoxin homolog OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Long neurotoxin homolog ,3FTx,Bungarus multicinctus ,Elapidae
