mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P07726,Conus caracteristicus,Precursor,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,9.636583,8.70402,12.623987,-1.6091062,1.3214784,-0.49165082,
P07727,Conus caracteristicus,Precursor,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,9.878155,8.831841,12.304782,-1.868453,1.3191088,-0.025173346,
P07728,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,9.709078,9.103396,12.568004,-1.8273467,1.1427709,-0.04608268,
P07729,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,9.808927,9.005208,12.2735615,-1.835152,1.3106793,0.03855054,
P07730,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,9.020412,11.266319,10.098329,-0.5155103,0.2065532,0.92509836,
P07731,Conus caracteristicus,Precursor,conotoxin,S superfamily,NA,VIII,nucleic acid level,9.456029,12.499778,9.875122,-0.047612183,-0.21286756,0.5190422,
P07732,Conus caracteristicus,Precursor,conotoxin,S superfamily,NA,VIII,nucleic acid level,9.077397,11.103507,11.142961,-1.2075487,0.4249887,1.275239,
P07733,Conus caracteristicus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.917047,9.465667,6.5720196,0.27375796,-0.7762261,-0.0052689905,
P07734,Conus caracteristicus,Precursor,conotoxin,T superfamily,NA,XVI,nucleic acid level,9.471711,10.049832,6.364503,0.16862215,-0.7127145,-0.28126398,
P07735,Conus caracteristicus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.6407795,9.886757,6.120893,0.23226184,-0.72806823,-0.22742614,
P07736,Conus caracteristicus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.185228,9.397639,9.798253,-0.7911701,-0.17135458,0.28137785,
P07737,Conus caracteristicus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.437826,8.614364,12.038606,-1.9560924,0.84193397,-0.07973342,
P07738,Conus caracteristicus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.050869,8.657959,12.213076,-1.7557771,0.59124017,-0.20478879,
P07739,Conus caracteristicus,Precursor,conotoxin,Y superfamily,NA,XVII,nucleic acid level,7.84241,14.1744585,9.796496,0.72546434,0.0029973139,0.1990683,
P07740,Conus caracteristicus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,9.23215,10.433086,10.270951,-0.9785848,0.16907412,0.13783622,
P07741,Conus caracteristicus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,3.96756,12.682533,11.39464,1.8658589,0.99093497,0.81285083,
P07742,Conus caracteristicus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,3.827605,12.934278,11.510867,1.6502118,1.011975,0.77695435,
P07743,Conus caracteristicus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,3.631885,12.6806345,11.7518835,1.8782995,1.1523104,0.85601074,
P07744,Conus caracteristicus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,3.7681298,13.001818,11.41052,1.9111149,1.2782103,0.7190255,
P07745,Conus caracteristicus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,3.7820466,12.830139,11.585209,1.6947618,1.7590759,0.9385675,
P07761,Conus caracteristicus,Precursor,conotoxin,NA,NA,XIV,nucleic acid level,8.554244,9.4701185,10.132589,-0.63988405,0.05049627,0.81207144,
P07762,Conus generalis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.947758,8.776528,7.713959,-0.1187771,-0.7583269,0.18821983,
P07763,Conus generalis,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.599775,7.5878944,10.995097,-1.0757631,0.23569092,-0.28496507,
P07765,Conus generalis,Precursor,conotoxin,I1 superfamily,NA,XI,nucleic acid level,7.128162,14.505055,10.074425,0.89011985,0.2284192,0.22064322,
P07766,Conus generalis,Precursor,conotoxin,NA,NA,XII,nucleic acid level,9.10475,10.8964815,10.345822,-0.6504551,-0.20641363,0.5118723,
P07767,Conus generalis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,9.483612,9.803009,11.408286,-1.2416478,0.42395186,0.39801365,
P07768,Conus generalis,Precursor,conotoxin,NA,NA,XI,nucleic acid level,7.6946163,13.897682,10.755548,0.39907086,0.32624167,0.5196768,
P07769,Conus generalis,Precursor,conotoxin,I2 superfamily,NA,XI,nucleic acid level,7.669216,14.353034,11.256266,0.91739106,0.21928142,0.45302436,
P07770,Conus generalis,Precursor,conotoxin,I3 superfamily,NA,XI,nucleic acid level,7.2865524,14.221506,9.867659,0.54274696,0.14640671,0.22730717,
P07771,Conus generalis,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,8.782801,9.765757,7.952832,-0.32932794,-0.6277026,-0.09745,
P07772,Conus generalis,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,8.7566395,12.557116,8.229948,0.7094134,-0.49445295,-0.105533585,
P07773,Conus generalis,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,8.891174,11.653118,8.143799,-0.027840104,-0.5537094,-0.2763444,
P07774,Conus generalis,Precursor,conotoxin,NA,NA,III,nucleic acid level,9.506825,11.583802,6.962429,-0.0087467125,-0.49824804,-0.34341973,
P07775,Conus generalis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.246056,11.780372,6.4827056,0.41539055,-0.78647673,-0.4828385,
P07776,Conus generalis,Precursor,conotoxin,NA,NA,XVI,nucleic acid level,9.770787,11.321679,6.87189,-0.18235496,-0.71513134,-0.050151806,
P07777,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.2921605,17.071962,11.159483,2.2858803,0.94748867,-0.4090019,
P07778,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.6802247,16.975142,10.837386,1.6661692,0.9687549,-0.5831003,
P07779,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.4044428,16.97135,10.968396,2.213089,0.97284025,-0.4156776,
P07780,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.014731,16.984032,11.289813,1.2255446,0.42955396,-0.24283014,
P07781,Conus generalis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.380856,13.373724,10.622693,0.18493041,0.3572198,0.737719,
P07782,Conus generalis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.114302,13.649613,10.686762,0.37445354,0.85805374,0.79507583,
P07783,Conus generalis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.1997833,13.758681,10.849015,0.4210487,1.1464547,0.70726144,
P07784,Conus generalis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.2656636,15.349375,10.37198,1.3377662,0.14241827,-0.20291567,
P07785,Conus generalis,Precursor,conotoxin,O2 superfamily,NA,XV,nucleic acid level,6.654873,14.931961,10.269362,0.87622756,0.4288832,-0.027137632,
P07786,Conus generalis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.4265246,15.749093,9.919581,1.8583837,0.44031176,-0.19847132,
P07787,Conus generalis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.5981297,15.273609,10.427116,1.0459353,0.107704096,-0.056004435,
P07788,Conus generalis,Precursor,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,8.156988,12.891842,10.091488,0.21426848,0.15161425,0.44110996,
P07789,Conus generalis,Precursor,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,9.347663,11.011997,9.328452,-0.61186486,-0.09741828,0.14067885,
P07790,Conus generalis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.7314005,13.076497,10.355119,-0.110394746,0.78861827,0.9523165,
P07791,Conus generalis,Precursor,conotoxin,NA,NA,IX,nucleic acid level,8.498776,12.426642,8.536549,0.10605233,-0.37113148,0.1628268,
P07792,Conus generalis,Precursor,conotoxin,NA,NA,IX,nucleic acid level,8.81156,12.274241,8.959473,-0.34215605,-0.00407536,0.43385038,
P07793,Conus generalis,Precursor,conotoxin,NA,NA,VIII,nucleic acid level,9.0254965,12.648223,9.437768,-0.01425706,-0.16768885,0.42226794,
P07794,Conus generalis,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.228045,10.598756,6.731689,0.016396606,-0.6571464,-0.23162846,
P07795,Conus generalis,Precursor,conotoxin,NA,NA,V,nucleic acid level,8.509462,9.438274,7.484132,-0.19312285,-0.56656337,-0.044448517,
P07796,Conus generalis,Precursor,con-ikot-ikot,NA,NA,XXI,nucleic acid level,7.1779323,9.995884,10.762521,-0.3054325,-0.14115973,0.6790504,
P07797,Conus generalis,Precursor,conotoxin,NA,NA,I,nucleic acid level,9.080333,8.39942,8.15212,-0.40054575,-0.592492,0.124938324,
P07798,Conus generalis,Precursor,conotoxin,Divergent MSTLGMTLL-,NA,XIX,nucleic acid level,8.955427,12.298527,9.602687,-0.15395424,-0.22015765,0.41048217,
P07812,Conus quercinus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.5892935,8.85093,7.703872,-0.1460613,-0.6854276,-0.016953303,
P07813,Conus quercinus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.682492,9.154485,11.830042,-1.4265113,0.7556859,0.11930459,
P07814,Conus quercinus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.80904,7.3902497,10.935369,-1.1355929,0.07453635,-0.43702635,
P07815,Conus quercinus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.7788925,8.180113,9.182625,-0.07138905,-0.71752167,-0.1743127,
P07816,Conus quercinus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.713482,8.156269,9.269215,-0.2772929,-0.6843942,-0.24548721,
P07817,Conus quercinus,Precursor,conotoxin,I2 superfamily,NA,XII,nucleic acid level,8.983211,11.179034,9.964048,-0.44324252,-0.28254387,0.5822184,
P07818,Conus quercinus,Precursor,conotoxin,I2 superfamily,NA,XI,nucleic acid level,7.5945873,14.460578,10.894071,1.0368483,0.3439281,0.49900803,
P07819,Conus quercinus,Precursor,conotoxin,NA,NA,XI,nucleic acid level,7.4237022,14.259317,11.080658,0.97971255,0.7569836,0.9782813,
P07820,Conus quercinus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.819095,12.046714,6.1585793,0.29829308,-0.74828166,-0.44468653,
P07821,Conus quercinus,Precursor,conotoxin,NA,NA,III,nucleic acid level,10.623918,11.789133,8.360522,-0.006821602,-0.48550275,0.66243845,
P07822,Conus quercinus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.779406,11.646097,6.5779233,0.09379279,-0.70991653,-0.13010769,
P07823,Conus quercinus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.2775,10.781677,6.2614923,-0.013434652,-0.82962906,-0.3151122,
P07824,Conus quercinus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.237421,11.721647,6.183161,0.013174755,-0.85380197,-0.30631766,
P07825,Conus quercinus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,10.567608,10.658723,9.929233,-1.0807959,-0.04265485,-0.51513827,
P07826,Conus quercinus,Precursor,conotoxin,M superfamily,NA,XXXII,nucleic acid level,7.875303,13.276029,9.787417,0.20847695,-0.07086432,0.3287298,
P07827,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.8470304,16.083076,10.878263,1.6942129,0.6192384,-0.05686224,
P07828,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.1615338,16.933924,10.8665085,1.6773525,0.6756398,-0.49608278,
P07829,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.266635,17.65326,12.262024,1.859732,0.63260967,-0.5982981,
P07830,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.5342448,16.818272,11.026255,1.5904088,0.62025315,-0.34812862,
P07831,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.332804,17.380024,12.054094,1.1303306,0.17819542,-0.15302709,
P07832,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.9515219,17.61349,11.87223,1.3749533,0.32818288,-0.37896955,
P07833,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.010801,14.272809,10.149401,0.7091946,0.17315325,0.20872477,
P07834,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.9509754,15.211824,9.949662,1.22951,0.25411883,0.07028135,
P07835,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.9384522,15.225961,10.015268,1.159565,0.25581372,0.10051259,
P07836,Conus quercinus,Precursor,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,8.896524,11.314404,9.273903,-0.41627705,-0.15498275,0.23063146,
P07837,Conus quercinus,Precursor,conotoxin,NA,NA,XV,nucleic acid level,8.609972,12.492829,8.641796,0.13385889,-0.28791246,0.10589259,
P07838,Conus quercinus,Precursor,conotoxin,NA,NA,XV,nucleic acid level,8.645965,12.834903,8.942556,0.29875064,-0.3817614,0.21284954,
P07839,Conus quercinus,Precursor,conotoxin,NA,NA,XV,nucleic acid level,8.850915,12.840205,8.826685,0.2678708,-0.42827117,0.15629002,
P07840,Conus quercinus,Precursor,conotoxin,Y superfamily,NA,XVII,nucleic acid level,8.062797,14.016523,9.702589,0.6042289,-0.024463555,0.18636103,
P07841,Conus quercinus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.2463675,8.879468,10.898218,-0.70682156,0.18827717,0.8023519,
P07842,Conus quercinus,Precursor,conotoxin,Divergent M---L-LTVA,NA,IX,nucleic acid level,9.250643,10.874379,10.01733,-0.7880766,-0.19505475,0.40041515,
P07843,Conus quercinus,Precursor,conotoxin,Divergent M---L-LTVA,NA,NA,nucleic acid level,9.51359,10.543558,10.192585,-0.98137397,-0.011369741,0.28262568,
P07849,Conus quercinus,Precursor,conotoxin,NA,NA,IX,nucleic acid level,3.9269514,12.554174,11.3562565,1.1129768,0.8800692,0.8068781,
P07850,Conus quercinus,Precursor,conotoxin,NA,NA,XIV,nucleic acid level,3.6813948,12.952134,11.653719,1.854464,1.1532478,0.85517895,
P07851,Conus californicus,Precursor,conotoxin,O1 superfamily,NA,XXIX,protein level,3.9325488,16.6936,11.143829,0.616122,0.24574964,-0.4300464,
P07852,Conus californicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.310147,16.75317,12.13771,1.2488196,0.44492903,0.39661038,
P07856,Conus californicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.995992,16.929031,11.776908,1.3140001,-0.02435437,-0.2525751,
P07858,Conus californicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,3.6996768,17.015543,11.703106,1.7418009,0.7020584,-0.13363695,
P07859,Conus californicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,3.8040895,17.109636,12.4757,2.0299315,0.67325985,-0.06789873,
P07875,Conus californicus,Precursor,conotoxin,O1 superfamily,NA,XII,nucleic acid level,4.386966,16.749609,11.40785,0.7703218,0.36517113,0.08363244,
P07881,Conus californicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,8.522288,13.32828,10.174696,0.3079177,0.066075675,0.52371603,
P07889,Conus kinoshitai,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.0228703,6.4958158,13.1796875,1.0659803,0.12820461,0.5873456,
P07890,Conus kinoshitai,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.1509384,6.4605017,13.015744,0.8036864,-0.03014635,0.6017909,
P07891,Conus tulipa,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.1058581,6.097354,13.191571,0.67132765,0.0776697,0.526043,
P07892,Conus tulipa,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.2508901,6.082396,13.157713,0.6961718,0.01683038,0.5621645,
P07893,Conus geographus,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.5179236,6.164417,12.803038,0.7070164,0.03944299,0.5414162,
P07894,Conus geographus,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.2313817,6.168249,12.957562,0.8303178,-0.015190893,0.6604561,
P07895,Conus tulipa,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.3359168,6.115214,13.197172,0.67841166,-0.082184255,0.5571329,
P07896,Conus frigidus,Precursor,conotoxin,M superfamily,NA,III,protein level,8.690048,11.704466,7.100353,-0.039184906,-0.6216629,-0.24485242,
P07901,Conus purpurascens,Precursor,conodipine,conodipine superfamily,NA,NA,protein level,6.5686026,11.7926035,10.868834,0.47196022,0.62405014,0.66564065,
P07902,Conus purpurascens,Precursor,conodipine,conodipine superfamily,NA,NA,protein level,6.677617,11.855543,10.746497,0.4529393,0.61287725,0.6141253,
P07903,Conus purpurascens,Precursor,conodipine,conodipine superfamily,NA,NA,protein level,6.696333,11.900006,10.731159,0.40463987,0.6814299,0.54530376,
P07904,Conus purpurascens,Precursor,conodipine,conodipine superfamily,NA,NA,nucleic acid level,6.7034245,11.814145,10.743362,0.39543885,0.686064,0.6313484,
P07906,Conus purpurascens,Precursor,conodipine,conodipine superfamily,NA,NA,nucleic acid level,6.7287836,11.721904,10.689332,0.41248637,0.62748265,0.61644286,
P07938,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.031165,7.615339,11.214693,-1.3548518,0.37911725,-0.4782729,
P07939,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.272496,7.6273174,10.269427,-0.83650756,-0.2910318,-0.17115185,
P07940,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.865706,6.9089947,11.488166,-1.3407774,1.0800064,-0.83976537,
P07941,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.866021,6.9399953,11.407542,-1.2899748,1.2127403,-0.87744606,
P07942,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.878916,7.605083,11.180729,-1.3265331,0.22965373,-0.4481438,
P07943,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.85417,7.050315,11.427876,-1.2719316,1.1532425,-0.853252,
P07944,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.863619,7.0904684,11.372733,-1.2166661,1.137547,-0.88652664,
P07945,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.604849,7.7129855,10.86097,-1.2527411,-0.059801176,-0.3036145,
P07946,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.169445,7.8256183,10.436917,-0.867485,-0.31527287,-0.20080765,
P07947,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.354184,7.7378535,10.272101,-0.79972214,-0.32533777,-0.19166085,
P07948,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.024267,7.658664,10.429522,-0.91955245,-0.17772497,-0.24010573,
P07949,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.855601,7.646676,10.85531,-1.2214503,0.1267263,-0.29407704,
P07950,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.460919,7.6135435,10.191926,-0.74334025,-0.35969436,-0.17068917,
P07951,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.772982,7.1390224,11.450784,-1.5376927,1.0610541,-0.7870784,
P07952,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.928486,6.90007,11.516631,-1.4701985,1.2834026,-0.88478947,
P07954,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.346416,7.67559,10.541055,-0.8834687,-0.18318853,-0.22142366,
P07955,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.150099,7.7054963,10.394588,-0.88241875,-0.2938873,-0.17710327,
P07956,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.36136,7.7399635,10.249863,-0.83365947,-0.32719964,-0.18505242,
P07957,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.892513,7.899793,10.755121,-0.98176134,-0.1349067,-0.16875799,
P07958,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.914066,7.969127,10.830748,-0.9455438,-0.19256793,-0.10721599,
P07959,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.677667,8.135686,10.991198,-1.039406,-0.118941255,-0.13267426,
P07960,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.672836,7.9302654,11.045441,-1.0756146,-0.024039323,-0.12161442,
P07961,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.527615,8.1382265,11.022876,-1.0717819,-0.09170839,-0.028860621,
P07962,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.817988,8.035733,10.850033,-1.0259635,-0.14083959,-0.0384845,
P07963,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.724824,8.038598,10.869914,-1.05216,-0.13260737,-0.035614047,
P07964,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.356114,8.127463,10.9555,-1.1544473,-0.0359896,-0.10436832,
P07965,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.515349,7.9812646,11.154814,-1.2006444,0.0049685175,-0.1007899,
P07966,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.317593,7.7773843,11.085753,-1.1587697,0.22963764,-0.19937587,
P07967,Conus tulipa,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.358144,8.207648,11.189453,-1.2365543,0.23008195,-0.28339952,
P07968,Conus tulipa,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,16.016369,10.519815,0.33616564,-0.18877846,-0.48153725,0.22949496,
P07969,Conus tulipa,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,15.892593,10.470419,0.42532268,-0.14488934,-0.5587817,0.31938624,
P07970,Conus tulipa,Precursor,unclassified,O1 superfamily,NA,NA,nucleic acid level,9.017057,9.018609,9.105565,-0.9954979,-0.008364192,-0.5513571,
P07971,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.0036967,16.66121,10.87477,1.6018677,0.46960765,-0.23864329,
P07972,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.9109046,16.980047,10.967233,1.5810745,0.72163403,-0.35909152,
P07973,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.2319376,16.871979,11.085337,1.4464313,0.59710467,-0.26381448,
P07974,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.2894378,16.951828,11.142343,1.5059361,0.52187073,-0.2039793,
P07975,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.1268034,17.674084,12.421936,1.8233678,0.33435395,-0.35605738,
P07976,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.117994,17.597483,12.448157,1.7976553,0.37000823,-0.39421016,
P07978,Conus tulipa,Precursor,conotoxin,O3 superfamily,NA,NA,nucleic acid level,9.4193945,10.822105,9.8548155,-0.8322885,-0.033132087,0.295417,
P07979,Conus tulipa,Precursor,conotoxin,O3 superfamily,NA,NA,nucleic acid level,10.195197,8.620364,10.510438,-1.551137,0.18485248,-0.15137309,
P07980,Conus tulipa,Precursor,conotoxin,O3 superfamily,NA,NA,nucleic acid level,10.432516,9.234301,10.104416,-1.303194,-0.1333368,-0.56114143,
P07981,Conus tulipa,Precursor,conotoxin,O3 superfamily,NA,NA,nucleic acid level,10.420067,9.077815,9.855785,-1.247027,-0.25107837,-0.46519336,
P07982,Conus tulipa,Precursor,conotoxin,O3 superfamily,NA,NA,nucleic acid level,10.289305,8.530323,10.661414,-1.5692585,0.2608013,-0.2018804,
P07983,Conus tulipa,Precursor,conotoxin,O3 superfamily,NA,XVI,nucleic acid level,9.466891,10.962474,9.1940775,-0.7143823,-0.36208162,0.08868613,
P07984,Conus tulipa,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.227928,9.05078,7.452155,-0.006712572,-0.7137817,-0.064807184,
P07985,Conus tulipa,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.011099,10.554077,9.86837,-0.66922146,-0.08021821,0.14869468,
P07986,Conus tulipa,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,7.9440975,9.037018,8.364427,-0.5987289,-0.28472596,-0.028185677,
P07987,Conus tulipa,Precursor,conopressin,NA,NA,NA,nucleic acid level,1.2551184,8.512873,13.388837,1.023565,0.14441556,0.6548061,
P07988,Conus tulipa,Precursor,conopressin,NA,NA,NA,nucleic acid level,1.0495335,8.556546,13.371708,1.1419108,0.17377108,0.7177638,
P07989,Conus tulipa,Precursor,conopressin,NA,NA,NA,nucleic acid level,1.2361805,8.413547,13.545223,1.088157,0.17744924,0.6846196,
P07990,Conus tulipa,Precursor,conopressin,NA,NA,NA,nucleic acid level,1.4477888,8.459047,13.210727,0.6561186,-0.21555263,0.40102184,
P07991,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.86407,9.314273,10.8084135,-0.8058178,0.040960155,0.75170356,
P07992,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.488789,9.305189,10.710666,-0.84374034,0.1518294,0.8136275,
P07993,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.7035213,9.141173,10.793301,-0.7670768,0.0052396036,0.7752708,
P07994,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.4909286,9.01249,10.742267,-0.81222385,0.13604034,0.8168655,
P07995,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.7967424,9.173575,10.846427,-1.0671313,0.41081995,0.69865525,
P07996,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.528414,9.14822,11.126142,-1.283858,0.28948048,0.1369997,
P07997,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.572526,9.142233,10.698604,-0.743936,-0.003257386,0.7595388,
P07998,Conus tulipa,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.709463,9.519975,10.663094,-0.73626226,0.1213091,0.7903688,
P07999,Conus tulipa,Precursor,conoporin,NA,NA,NA,nucleic acid level,9.86467,8.742321,14.028559,-2.1343415,1.3125474,-0.77838945,
P08000,Conus tulipa,Precursor,conoporin,NA,NA,NA,nucleic acid level,10.029744,8.789517,13.881181,-2.1429489,1.314232,-0.77010524,
P08001,Conus tulipa,Precursor,conoporin,NA,NA,NA,nucleic acid level,9.785667,8.794517,14.051597,-2.1583192,1.3553975,-0.7524356,
P08002,Conus tulipa,Precursor,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,-1.3376013,6.011206,13.225492,0.7109468,-0.007320667,0.5548226,
